,Open,High,Low,Close,Volume
2010-11-30,16.4,16.4,16.4,16.4,894535
2010-12-01,16.4,16.6,16.4,16.55,1286443
2010-12-02,16.39,16.55,16.39,16.55,666122
2010-12-03,16.52,16.8,16.52,16.8,646261
2010-12-06,16.8,16.8,16.8,16.8,397038
2010-12-07,16.5,16.5,16.5,16.5,520070
2010-12-08,16.04,16.04,16,16,648718
2010-12-09,16,16,16,16,958272
2010-12-10,16.2,16.5,16.2,16.48,1907099
2010-12-13,16.21,16.5,16.16,16.5,831129
2010-12-14,16.3,16.3,16.3,16.3,752365
2010-12-15,15.58,16.3,15.58,16.3,151992
2010-12-16,16.25,16.78,16.25,16.78,730385
2010-12-17,16.38,16.38,16.01,16.01,1124847
2010-12-20,16,16,15.75,15.75,1036978
2010-12-21,16,16,15.81,15.81,810398
2010-12-22,15.99,16.01,15.85,15.85,1016228
2010-12-23,15.85,15.85,15.85,15.85,177369
2010-12-24,16.29,16.29,16,16,852971
2010-12-29,16.2,16.6,16.2,16.54,650829
2010-12-30,16.7,16.8,16.7,16.8,817083
2010-12-31,16.8,16.8,16.8,16.8,540762
2011-01-04,16.99,17.1,16.99,17.1,482650
2011-01-05,17.95,17.95,17.95,17.95,1790341
2011-01-06,17.65,18,17.6,17.7,1629614
2011-01-07,17.2,17.2,16.85,17,1813027
2011-01-10,17.02,17.02,17,17.01,1154555
2011-01-11,17.1,17.7,16.54,17.7,2063017
2011-01-12,17.7,17.99,17.7,17.9,916669
2011-01-13,17.72,17.74,17.68,17.74,1517309
2011-01-14,17.9,18.03,17.9,17.9,1834563
2011-01-17,18.1,18.1,17.92,17.93,3713546
2011-01-18,18,18,17.5,17.5,1685348
2011-01-19,17.9,18.25,17.9,18.25,947727
2011-01-20,18.5,19,18.4,19,3606492
2011-01-21,19.01,19.39,19,19.39,2247145
2011-01-24,19.29,19.4,19,19,1989514
2011-01-25,18.97,19.11,18.97,19.11,2613857
2011-01-26,19.1,19.2,19.1,19.11,2551757
2011-01-27,19.15,19.16,19,19.11,2977959
2011-01-28,19.12,19.9,19.02,19.9,2498923
2011-01-31,19.4,19.4,19.11,19.11,2544381
2011-02-01,19.12,20,19,19.9,2988185
2011-02-02,19.51,19.51,19.35,19.35,1153469
2011-02-03,19.51,19.51,19.36,19.36,1364985
2011-02-04,19.31,19.45,19.3,19.38,1346366
2011-02-07,19.39,19.39,19.39,19.39,545911
2011-02-08,19.4,19.6,19.36,19.6,1762981
2011-02-09,19.37,19.37,19.36,19.36,1071631
2011-02-10,19.35,19.36,19.28,19.36,1232731
2011-02-11,19.36,19.36,19.3,19.3,817005
2011-02-14,19.25,19.26,19.04,19.04,1743784
2011-02-16,19.04,19.05,19.02,19.02,1179421
2011-02-17,19.03,19.03,19.03,19.03,543653
2011-02-18,18.91,19.1,18.91,19.1,808136
2011-02-21,19.01,19.01,18.95,18.95,1022945
2011-02-22,19,19,19,19,796448
2011-02-23,18.98,18.98,18.95,18.95,1096320
2011-02-24,18.95,18.95,18.95,18.95,448811
2011-02-25,18.96,18.96,18.87,18.89,1071376
2011-02-28,18.9,18.9,18.6,18.6,1112055
2011-03-01,17.8,17.8,17.71,17.8,849921
2011-03-02,16.93,16.93,16.92,16.92,442622
2011-03-03,16.1,16.1,16.08,16.08,611913
2011-03-04,15.31,16.08,15.28,15.61,4914569
2011-03-07,15.55,15.96,15.32,15.96,2875811
2011-03-08,15.76,16.5,15.76,16.5,1073003
2011-03-09,16.5,16.5,16.5,16.5,337461
2011-03-10,17.2,17.32,17.18,17.32,1017092
2011-03-11,18,18.18,18,18,1231132
2011-03-14,18.11,18.2,17.54,18,1492336
2011-03-15,17.22,17.22,17.1,17.1,1937899
2011-03-16,16.5,16.5,16.5,16.5,639044
2011-03-17,15.86,15.86,15.86,15.86,405140
2011-03-18,15.86,15.86,15.86,15.86,559325
2011-03-21,15.86,15.86,15.86,15.86,324334
2011-03-22,16.65,16.65,16.65,16.65,202535
2011-03-23,17.48,17.48,17.48,17.48,1738793
2011-03-24,17.02,17.02,17.02,17.02,617115
2011-03-25,17.02,17.02,17.02,17.02,415071
2011-03-28,16.25,16.25,16.17,16.17,701161
2011-03-29,15.4,16,15.4,16,835588
2011-03-30,16,16.39,16,16.39,905737
2011-03-31,16.39,16.39,15.6,15.6,1412497
2011-04-01,16,16,16,16,414029
2011-04-04,16.2,16.2,16.2,16.2,354803
2011-04-05,16.07,16.07,16.07,16.07,819320
2011-04-06,16.06,16.15,16.06,16.15,564332
2011-04-07,16.75,16.75,16.75,16.75,447823
2011-04-08,16.75,16.75,16.75,16.75,257384
2011-04-11,16.4,16.7,16.4,16.65,1721832
2011-04-12,16.65,16.65,16.65,16.65,514085
2011-04-13,16.65,16.65,16.65,16.65,387928
2011-04-14,16.75,16.75,16.75,16.75,417264
2011-04-15,16.76,16.9,16.75,16.9,591279
2011-04-18,17.21,17.21,17.21,17.21,2028205
2011-04-19,16.83,16.98,16.6,16.98,2957548
2011-04-20,16.98,17.59,16.98,16.98,1363995
2011-04-21,17.01,17.69,17.01,17.69,1568021
2011-04-27,17.06,17.06,17.05,17.05,1200471
2011-04-28,17,17.05,17,17.05,1403857
2011-04-29,17.05,17.19,17.05,17.19,1748221
2011-05-03,17.22,17.69,17.22,17.5,1357527
2011-05-04,17.5,17.95,17.5,17.5,1093195
2011-05-05,17.8,18,17.5,18,1291089
2011-05-06,18,18.89,18,18.89,2094888
2011-05-09,19.3,19.83,19.11,19.4,3816353
2011-05-10,19,19,18.69,18.75,3022957
2011-05-11,18.7,19,18.7,19,2433126
2011-05-12,18.84,19,18.51,19,4900210
2011-05-13,18.55,18.55,18.5,18.5,2084063
2011-05-16,18.5,18.56,18.5,18.56,1538778
2011-05-17,18.32,18.55,17.72,18.5,4707793
2011-05-18,18.5,18.5,18.45,18.5,2322387
2011-05-19,18.35,18.35,18.3,18.3,1514239
2011-05-20,18.5,18.5,18.31,18.35,1788216
2011-05-23,18.5,18.95,18.5,18.5,1971923
2011-05-24,18.6,18.6,18.5,18.5,1391648
2011-05-25,18.5,19,18.5,18.5,2398481
2011-05-26,18.51,18.52,18.5,18.52,742954
2011-05-27,18.52,18.52,18.5,18.5,1640166
2011-05-31,18.5,18.5,18.5,18.5,813700
2011-06-01,18.5,18.52,18.5,18.5,765584
2011-06-02,18.52,18.52,18.5,18.5,2425700
2011-06-03,18.5,18.5,18.5,18.5,343351
2011-06-06,18.5,18.5,18.35,18.35,5363212
2011-06-07,18,18,17.89,17.95,1911705
2011-06-08,17.5,17.64,17.5,17.64,706857
2011-06-09,17.64,17.64,17.54,17.54,608335
2011-06-10,17.54,17.54,17.54,17.54,228936
2011-06-13,17.54,17.54,17.54,17.54,515330
2011-06-14,17.54,17.54,17.54,17.54,432564
2011-06-15,17.54,17.54,17,17,2860338
2011-06-16,16.75,16.75,16.75,16.75,318303
2011-06-17,16.11,16.4,16.01,16.4,806203
2011-06-20,16.4,16.4,16.4,16.4,325335
2011-06-21,15.6,15.6,15.6,15.6,680259
2011-06-22,15.29,15.62,15.29,15.6,5535359
2011-06-23,16,16.38,15.93,16.38,1432352
2011-06-24,16.5,17,16.5,16.88,1047186
2011-06-27,16.65,16.65,16.56,16.56,703306
